listing_id,coe_text
1019570,(6yrs 6days COE left)                            
1008384,(4yrs 8mths 4days COE left)                            
981303,(7yrs 4mths 8days COE left)                            
1029511,(4yrs 21days COE left)                            
997440,(9yrs 6mths 24days COE left)                            
1024051,(9yrs 6mths 5days COE left)                            
984165,(8yrs 9mths 10days COE left)                            
1025629,(5yrs 5mths 6days COE left)                            
1025121,(6yrs 8mths 29days COE left)                            
1002855,(4yrs 3mths 3days COE left)                            
1017351,(7yrs 6mths 3days COE left)                            
937770,(8yrs 3days COE left)                            
1002395,(9yrs 2mths 13days COE left)                            
1002703,(3mths 11days COE left)                            
1028122,(9yrs 10mths 21days COE left)                            
1024527,
1022724,(6yrs 5mths 22days COE left)                            
969362,(4yrs 11mths 22days COE left)                            
1014181,(9yrs 30days COE left)                            
991997,
1017049,(7yrs 3mths 6days COE left)                            
1030119,(1yr 11mths  COE left)                            
1029795,(9yrs 7mths 2days COE left)                            
1022498,(8yrs 10mths 6days COE left)                            
1021895,(3yrs 6mths 4days COE left)                            
1010964,(7yrs 2mths 2days COE left)                            
1020685,(4yrs 5mths 19days COE left)                            
1012449,(10yrs  COE left)                            
998774,(4yrs 7mths  COE left)                            
1021075,(6yrs 10mths 26days COE left)                            
978918,(5yrs 11mths 14days COE left)                            
1022407,(8yrs 9mths 1day COE left)                            
1029379,(2yrs 1mth 28days COE left)                            
1011933,(5yrs 8mths 4days COE left)                            
978499,(9yrs 6mths 5days COE left)                            
957966,(10yrs  COE left)                            
1015750,(6yrs 11mths 15days COE left)                            
1022545,(5yrs  COE left)                            
987290,(5yrs  COE left)                            
1029799,(3yrs 10mths 28days COE left)                            
1029096,(3yrs 9mths 17days COE left)                            
1029563,(7yrs 8mths  COE left)                            
998883,
1030468,(2yrs 8mths 4days COE left)                            
1014558,(7yrs 11mths 29days COE left)                            
1031015,(8yrs 1mth 23days COE left)                            
1009517,(7yrs 7mths 19days COE left)                            
1006115,(5yrs 1mth 10days COE left)                            
1022475,(9yrs 9mths 18days COE left)                            
996244,(9yrs 4mths 26days COE left)                            
1007867,(1yr 10mths 18days COE left)                            
1014822,(6yrs 5mths 3days COE left)                            
1026178,(5yrs 8mths 25days COE left)                            
1022030,(8yrs 10mths 6days COE left)                            
1025124,(5yrs 6mths 29days COE left)                            
1007596,(4yrs 10mths 18days COE left)                            
1028668,(2yrs 11mths 5days COE left)                            
1023939,(1yr 7mths 30days COE left)                            
1019390,(4yrs 8mths 3days COE left)                            
1012570,(3yrs 8mths 27days COE left)                            
980991,(9yrs 6mths 26days COE left)                            
979326,(4yrs 2mths 26days COE left)                            
1020309,(8yrs 2mths 22days COE left)                            
1023716,(9yrs 1mth 22days COE left)                            
1009882,(7yrs 6mths 5days COE left)                            
1019998,(5yrs 23days COE left)                            
1008572,(6yrs 11mths 2days COE left)                            
